INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,SHIP_CLASS,IMO,E_CO2_kg,E_SOx_kg,E_NOx_kg,E_PM_kg,E_CH4_kg,E_CO_kg,E_N2O_kg,E_BC_kg,E_NMVOC_kg,E_PM10_kg,E_PM2.5_kg,DURATION,PDemand_kW,FuelConsumption_tonnes,
54830,54700,DOVER,AU,-43.31666667,147.0333333,43,19,S,147,2,E,0,0,122728,1392,1436,1112,610,680,1107,782,1081,1433,1286,0,0,0,0
54870,54700,STANLEY,AU,-40.76666667,145.2833333,40,46,S,145,17,E,0,0,854235,621,1051,1115,742,1968,1281,1840,664,656,1263,0,0,0,0
54875,54700,PORT LATTA,AU,-40.83333333,145.3833333,40,50,S,145,23,E,0,0,108751,1630,1291,1885,601,1640,1787,777,1907,1742,1941,0,0,0,0
54880,54700,BURNIE,AU,-41.05,145.95,41,3,S,145,57,E,0,0,152302,543,1294,968,1009,1498,1487,903,1998,1522,937,0,0,0,0
54320,53290,WHYALLA,AU,-33.03333333,137.5833333,33,2,S,137,35,E,0,0,516172,847,1522,1608,1867,1042,925,1888,1397,1231,629,0,0,0,0
53520,53290,BALLINA,AU,-28.86666667,153.5666667,28,52,S,153,34,E,0,0,71498,1111,1645,1488,1303,1615,1725,1047,1204,1418,557,0,0,0,0
53610,53290,NEWCASTLE,AU,-32.91666667,151.7833333,32,55,S,151,47,E,0,0,719108,1996,1152,1583,591,1430,1473,1267,1665,1662,1526,0,0,0,0
48295,48285,JAZIRAT HALUL,QA,25.68333333,52.41666667,25,41,N,52,25,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48320,48305,SITRAH,BH,26.16666667,50.66666667,26,10,N,50,40,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48325,48305,MINA SALMAN,BH,26.2,50.63333333,26,12,N,50,38,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48335,48330,DAMMAM,SA,26.5,50.2,26,30,N,50,12,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48338,48330,AL JUBAYL,SA,27.08333333,49.66666667,27,5,N,49,40,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48340,48330,RAS  TANNURAH,SA,26.63333333,50.16666667,26,38,N,50,10,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48343,48330,JU AYMAH OIL TERMINAL,SA,26.93333333,50.03333333,26,56,N,50,2,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48356,48350,MINA AZ ZAWR,KW,28.73333333,48.4,28,44,N,48,24,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48357,48350,MINA ASH SHUAYBAH,KW,29.03333333,48.16666667,29,2,N,48,10,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48360,48350,MINA ABD ALLAH,KW,29.01666667,48.16666667,29,1,N,48,10,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48361,48350,MINA AL AHMADI,KW,29.06666667,48.16666667,29,4,N,48,10,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48390,48375,KHAWR AL AMAYA,IQ,29.78333333,48.8,29,47,N,48,48,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48392,48375,AL-BASRA OIL TERMINAL,IQ,29.68333333,48.81666667,29,41,N,48,49,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48399,48375,UMM QASR,IQ,30.01666667,47.95,30,1,N,47,57,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48400,48375,AL BASRAH,IQ,30.51666667,47.83333333,30,31,N,47,50,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48420,48410,KHORRAMSHAHR,IR,30.43333333,48.18333333,30,26,N,48,11,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48165,48143,AL AHMADI,YE,14.83333333,42.96666667,14,50,N,42,58,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48190,48143,ADEN,YE,12.78333333,44.95,12,47,N,44,57,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48210,48195,AL MUKALLA,YE,14.51666667,49.11666667,14,31,N,49,7,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34480,33840,DUBLIN,IE,53.35,-6.25,53,21,N,6,15,W,0,0,335051,640,730,1248,1895,1386,876,1706,1219,1240,1347,0,0,0,0
34560,33840,GREENORE,IE,54.03333333,-6.133333333,54,2,N,6,8,W,0,0,194743,1752,1554,1087,1179,1291,822,541,971,1647,1014,0,0,0,0
34590,34580,SILLOTH,GB,54.86666667,-3.4,54,52,N,3,24,W,0,0,193748,1457,1872,1886,1104,1137,1265,1823,593,580,1300,0,0,0,0
34610,34580,WORKINGTON,GB,54.56666667,-3.633333333,54,34,N,3,38,W,0,0,467513,1786,1331,941,1999,1224,1806,1156,1303,1277,605,0,0,0,0
34630,34580,BARROW IN FURNESS,GB,54.11666667,-3.233333333,54,7,N,3,14,W,0,0,691991,1591,731,1443,1654,1457,1665,741,552,1724,988,0,0,0,0
34640,34580,HEYSHAM,GB,54.03333333,-2.916666667,54,2,N,2,55,W,0,0,649174,1594,556,1437,1836,1875,635,1625,866,1168,546,0,0,0,0
34660,34580,FLEETWOOD,GB,53.91666667,-3.016666667,53,55,N,3,1,W,0,0,78887,864,1410,1008,899,1679,1950,1068,504,545,1916,0,0,0,0
34690,34580,LIVERPOOL,GB,53.41666667,-3,53,25,N,3,0,W,0,0,746528,842,1288,1764,1643,1911,1012,1708,723,1686,1699,0,0,0,0
34700,34580,MANCHESTER,GB,53.48333333,-2.266666667,53,29,N,2,16,W,0,0,358625,1287,780,984,1040,910,1958,1825,956,565,1693,0,0,0,0
33880,33840,RATHMULLAN,IE,55.1,-7.533333333,55,6,N,7,32,W,0,0,620199,931,528,1160,1557,617,707,1974,553,1894,1616,0,0,0,0
33930,33840,KILLYBEGS,IE,54.63333333,-8.45,54,38,N,8,27,W,0,0,651184,996,816,1444,1060,1047,676,1172,1028,1962,921,0,0,0,0
33090,32790,MALLAIG,GB,57,-5.816666667,57,0,N,5,49,W,0,0,660759,1349,1381,1228,654,1457,1042,1039,1920,1806,565,0,0,0,0
33140,32790,TOBERMORY,GB,56.61666667,-6.066666667,56,37,N,6,4,W,0,0,422238,939,1152,1819,1757,1796,1976,819,1077,1140,1906,0,0,0,0
33170,32790,CRAIGNURE,GB,56.46666667,-5.7,56,28,N,5,42,W,0,0,570502,1762,1363,1631,1829,953,1301,1427,1639,1952,1442,0,0,0,0
33190,32790,CORPACH,GB,56.85,-5.116666667,56,51,N,5,7,W,0,0,486158,879,1511,1243,927,1483,829,1425,924,509,1136,0,0,0,0
33250,32790,OBAN,GB,56.41666667,-5.466666667,56,25,N,5,28,W,0,0,240762,1122,940,1794,1337,1855,501,1237,642,1725,619,0,0,0,0
33280,32790,PORT ELLEN,GB,55.63333333,-6.2,55,38,N,6,12,W,0,0,63605,1077,885,888,700,1909,1367,1722,1637,1071,1686,0,0,0,0
33290,32790,CRINAN (CANAL),GB,56.08333333,-5.566666667,56,5,N,5,34,W,0,0,621468,1162,1226,1497,1404,1757,1695,780,600,1798,844,0,0,0,0
33300,32790,CAMPBELTOWN,GB,55.43333333,-5.6,55,26,N,5,36,W,0,0,102034,1739,1727,1101,1567,1804,1963,1324,728,536,631,0,0,0,0
33310,32790,LAMLASH HARBOR,GB,55.53333333,-5.116666667,55,32,N,5,7,W,0,0,764921,1290,1866,1345,775,1470,1947,1906,1239,1402,1821,0,0,0,0
28950,28826,ECKERNFORDE,DE,54.48333333,9.833333333,54,29,N,9,50,E,0,0,63916,681,565,796,1171,1954,693,514,1397,827,1579,0,0,0,0
28955,28826,KAPPELN,DE,54.66666667,9.933333333,54,40,N,9,56,E,0,0,273083,1232,1253,1071,1131,1767,1001,671,597,1304,1395,0,0,0,0
29005,28826,FLENSBURG,DE,54.8,9.433333333,54,48,N,9,26,E,0,0,890737,1918,1396,1894,618,1980,1994,1371,1378,893,1787,0,0,0,0
29085,29020,NEKSO,DK,55.06666667,15.13333333,55,4,N,15,8,E,0,0,342926,1005,1685,1920,1687,941,1964,1684,860,1305,1895,0,0,0,0
29110,29020,RONNE,DK,55.1,14.7,55,6,N,14,42,E,0,0,126636,1543,723,675,1837,869,1079,1562,1637,1581,957,0,0,0,0
29120,29020,HASLE,DK,55.18333333,14.7,55,11,N,14,42,E,0,0,679086,1838,513,1661,1792,889,1223,1865,776,1653,938,0,0,0,0
29130,29020,CHRISTIANSO HARBOR,DK,55.31666667,15.18333333,55,19,N,15,11,E,0,0,191217,1728,1672,1023,1535,941,1185,1273,699,725,793,0,0,0,0
29180,29150,FAKSE LADEPLADS HAVN,DK,55.21666667,12.16666667,55,13,N,12,10,E,0,0,615893,712,1423,1656,1608,1504,1721,1475,1709,644,837,0,0,0,0
29220,29150,KOGE,DK,55.45,12.2,55,27,N,12,12,E,0,0,387704,1208,1944,1322,1063,582,874,1009,1970,1462,1879,0,0,0,0
29230,29150,KOBENHAVN,DK,55.7,12.61666667,55,42,N,12,37,E,0,0,711044,836,1830,674,1127,713,1960,1635,856,1955,722,0,0,0,0
29260,29150,TUBORG,DK,55.71666667,12.58333333,55,43,N,12,35,E,0,0,347993,1871,958,1891,1380,1361,1477,1385,1093,934,757,0,0,0,0
29350,29150,HELSINGOR,DK,56.03333333,12.61666667,56,2,N,12,37,E,0,0,462385,1379,795,1409,1827,1320,1171,1722,600,1429,993,0,0,0,0
29410,29150,FREDERIKSVAERK,DK,55.96666667,12.01666667,55,58,N,12,1,E,0,0,106490,586,1646,1682,1119,1761,1132,700,1331,1669,1553,0,0,0,0
29420,29150,FREDERIKSSUND,DK,55.83333333,12.05,55,50,N,12,3,E,0,0,514410,895,543,931,753,1343,636,878,1136,1605,1145,0,0,0,0
29435,29150,KYNDBYVAERKETS HAVN,DK,55.81666667,11.88333333,55,49,N,11,53,E,0,0,408138,1975,774,1743,1212,1096,1775,1819,1671,1637,1238,0,0,0,0
29440,29150,HOLBAEK,DK,55.71666667,11.71666667,55,43,N,11,43,E,0,0,316639,1936,1096,752,523,622,802,693,1554,1092,1055,0,0,0,0
29490,29150,KALUNDBORG,DK,55.68333333,11.1,55,41,N,11,6,E,0,0,94197,1773,1971,1024,1300,1198,1810,548,1623,1639,1707,0,0,0,0
29520,29150,KORSOR,DK,55.33333333,11.13333333,55,20,N,11,8,E,0,0,836829,1176,948,1418,1606,1632,1495,1251,854,1759,1382,0,0,0,0
29530,29150,SKAELSKOR,DK,55.25,11.3,55,15,N,11,18,E,0,0,340727,815,1158,740,658,1634,1260,743,795,1634,592,0,0,0,0
29545,29150,STIGSNAESVAERKET,DK,55.2,11.25,55,12,N,11,15,E,0,0,155167,1029,1774,1343,1850,1123,1283,1372,1723,989,649,0,0,0,0
29555,29150,NAESTVED,DK,55.23333333,11.75,55,14,N,11,45,E,0,0,446058,541,1820,1403,1179,1994,1256,1071,1700,522,905,0,0,0,0
29560,29150,VORDINGBORG,DK,55,11.9,55,0,N,11,54,E,0,0,643940,545,1588,1323,1572,674,1480,1057,660,1362,1873,0,0,0,0
29580,29570,STUBBEKOBING,DK,54.88333333,12.05,54,53,N,12,3,E,0,0,863733,1392,506,1731,1344,1067,1093,1214,632,1722,1900,0,0,0,0
29600,29570,STEGE,DK,54.98333333,12.28333333,54,59,N,12,17,E,0,0,90547,1999,1029,1859,720,1341,1554,1594,856,1549,1178,0,0,0,0
28848,28826,STRALSUND,DE,54.31666667,13.1,54,19,N,13,6,E,0,0,248570,723,1270,1445,1908,1475,873,903,743,1658,1762,0,0,0,0
28190,27380,HELSINKI,FI,60.16666667,24.96666667,60,10,N,24,58,E,0,0,130788,608,1201,1476,1367,1353,1050,1245,762,523,865,0,0,0,0
28210,27380,PORVOO,FI,60.3,25.63333333,60,18,N,25,38,E,0,0,534705,794,1846,994,1682,1475,1553,728,727,1106,1989,0,0,0,0
28220,27380,LOVIISA,FI,60.45,26.23333333,60,27,N,26,14,E,0,0,276721,1799,863,1998,827,632,1838,1685,1582,1393,1395,0,0,0,0
28230,27380,KOTKA,FI,60.46666667,26.96666667,60,28,N,26,58,E,0,0,133286,1231,1946,500,1378,1545,719,649,538,505,1011,0,0,0,0
28240,27380,HAMINA,FI,60.56666667,27.2,60,34,N,27,12,E,0,0,137543,714,1072,1328,1670,1965,754,1240,1559,1022,924,0,0,0,0
28300,28250,VYBORG,RU,60.71666667,28.75,60,43,N,28,45,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28310,28250,GAVAN VYSOTSK,RU,60.61666667,28.56666667,60,37,N,28,34,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28360,28250,PRIMORSK,RU,60.36666667,28.63333333,60,22,N,28,38,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28370,28250,SANKT-PETERBURG,RU,59.93333333,30.3,59,56,N,30,18,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14950,14830,PUERTO DEL CALLAO,PE,-12.05,-77.15,12,3,S,77,9,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14960,14830,BAHIA DE ANCON,PE,-11.75,-77.18333333,11,45,S,77,11,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14970,14830,CHANCAY,PE,-11.58333333,-77.25,11,35,S,77,15,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14980,14830,PUERTO DE HUACHO,PE,-11.11666667,-77.61666667,11,7,S,77,37,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14990,14830,PUERTO SUPE,PE,-10.8,-77.75,10,48,S,77,45,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,14830,PUNTA LOBITOS (BAHIA DE HUARMEY),PE,-10.1,-78.16666667,10,6,S,78,10,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15030,14830,PUERTO DE CHIMBOTE,PE,-9.083333333,-78.61666667,9,5,S,78,37,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15050,14830,SALAVERRY,PE,-8.233333333,-78.98333333,8,14,S,78,59,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15110,14830,PIMENTAL,PE,-6.833333333,-79.93333333,6,50,S,79,56,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46970,46965,MIKINDANI,TZ,-10.26666667,40.13333333,10,16,S,40,8,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46975,46965,MTWARA,TZ,-10.26666667,40.2,10,16,S,40,12,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47010,46965,DAR ES SALAAM,TZ,-6.816666667,39.3,6,49,S,39,18,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47020,46965,CHAKE CHAKE,TZ,-5.25,39.76666667,5,15,S,39,46,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47100,47090,MOMBASA,KE,-4.066666667,39.66666667,4,4,S,39,40,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47105,47090,KILIFI,KE,-3.633333333,39.86666667,3,38,S,39,52,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47107,47090,MALINDI,KE,-3.216666667,40.13333333,3,13,S,40,8,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47150,47120,MARKA,SO,1.716666667,44.78333333,1,43,N,44,47,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47160,47120,MUQDISHO,SO,2.033333333,45.35,2,2,N,45,21,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47310,47295,FOMBONI,KM,-12.26666667,43.75,12,16,S,43,45,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47320,47295,MOUTSAMOUDU,KM,-12.15,44.4,12,9,S,44,24,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47400,47350,MAHAJANGA,MG,-15.71666667,46.3,15,43,S,46,18,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46750,46725,SALDANHA BAY,ZA,-33.03333333,17.96666667,33,2,S,17,58,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46770,46725,CAPE TOWN,ZA,-33.91666667,18.41666667,33,55,S,18,25,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46207,46120,OKRIKA,NG,4.716666667,7.083333333,4,43,N,7,5,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46210,46120,PORT HARCOURT,NG,4.766666667,7,4,46,N,7,0,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46225,46120,ANTAN OIL TERMINAL,NG,4.216666667,8.333333333,4,13,N,8,20,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46230,46120,CALABAR,NG,4.966666667,8.316666667,4,58,N,8,19,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32950,32790,UIG,GB,57.58333333,-6.35,57,35,N,6,21,W,0,0,53257,1615,905,1652,1264,514,1143,661,1972,1699,715,0,0,0,0
32955,32790,LOCHMADDY,GB,57.6,-7.166666667,57,36,N,7,10,W,0,0,878377,902,1306,1160,878,853,1683,1390,610,670,659,0,0,0,0
32980,32790,CASTLE BAY,GB,56.95,-7.483333333,56,57,N,7,29,W,0,0,544211,1024,1278,1372,999,673,1362,1221,1682,1181,1977,0,0,0,0
32990,32790,LOCHBOISDALE,GB,57.15,-7.3,57,9,N,7,18,W,0,0,636718,692,535,928,1959,1392,789,1982,1355,1079,969,0,0,0,0
33020,32790,STORNOWAY HARBOR,GB,58.18333333,-6.366666667,58,11,N,6,22,W,0,0,485280,1121,720,876,1171,566,1632,1380,1505,1218,618,0,0,0,0
33030,32790,TARBERT,GB,57.9,-6.816666667,57,54,N,6,49,W,0,0,238136,957,1106,727,1787,1709,1583,1431,1059,1882,1571,0,0,0,0
32250,31870,MACDUFF,GB,57.66666667,-2.5,57,40,N,2,30,W,0,0,476737,1063,1196,500,1449,1654,1891,578,977,1703,719,0,0,0,0
31750,31330,SEAHAM,GB,54.83333333,-1.316666667,54,50,N,1,19,W,0,0,425302,1397,1406,1794,851,1930,1568,847,1491,988,1614,0,0,0,0
31760,31330,SUNDERLAND,GB,54.91666667,-1.366666667,54,55,N,1,22,W,0,0,451135,974,1587,708,976,952,683,991,622,776,1890,0,0,0,0
31765,31330,TYNEMOUTH,GB,55,-1.4,55,0,N,1,24,W,0,0,489147,1770,973,946,1495,1422,807,556,1359,1341,663,0,0,0,0
31820,31330,BLYTH,GB,55.11666667,-1.5,55,7,N,1,30,W,0,0,82239,1530,1364,1440,1420,1556,1255,809,1019,1963,1468,0,0,0,0
53650,53290,SYDNEY,AU,-33.86666667,151.2,33,52,S,151,12,E,0,0,179319,721,1512,1873,1705,843,1624,1248,943,1999,1179,0,0,0,0
53655,53290,BOTANY BAY,AU,-34,151.2333333,34,0,S,151,14,E,0,0,272649,932,712,945,1511,1992,1875,1023,650,1980,835,0,0,0,0
53690,53290,PORT KEMBLA,AU,-34.48333333,150.9166667,34,29,S,150,55,E,0,0,307424,915,929,1172,800,997,1468,1974,782,1426,1022,0,0,0,0
53710,53290,JERVIS BAY,AU,-35.11666667,150.8,35,7,S,150,48,E,0,0,163920,1086,873,801,1191,1890,910,1958,865,1125,1373,0,0,0,0
53750,53290,BATEMANS BAY,AU,-35.7,150.1666667,35,42,S,150,10,E,0,0,560205,1016,1013,707,515,1815,1989,1992,1186,807,1949,0,0,0,0
53810,53290,EDEN,AU,-37.06666667,149.9166667,37,4,S,149,55,E,0,0,146623,772,1294,940,632,1037,1334,726,1546,1048,1509,0,0,0,0
53840,53290,WELSHPOOL,AU,-38.7,146.4666667,38,42,S,146,28,E,0,0,727835,990,1651,809,1487,860,1434,1011,856,642,1651,0,0,0,0
53930,53290,WESTERN PORT,AU,-38.35,145.2333333,38,21,S,145,14,E,0,0,266328,1390,1135,1035,1262,1526,1238,1260,1698,1785,666,0,0,0,0
54030,53290,MELBOURNE,AU,-37.83333333,144.9666667,37,50,S,144,58,E,0,0,102061,909,1071,1172,606,861,937,1559,777,738,791,0,0,0,0
54050,53290,GEELONG,AU,-38.15,144.3666667,38,9,S,144,22,E,0,0,55778,1557,1955,1066,1244,1141,1561,754,541,1022,659,0,0,0,0
54120,53290,WARRNAMBOOL,AU,-38.4,142.4833333,38,24,S,142,29,E,0,0,259955,783,596,1475,715,1774,526,1893,957,937,1583,0,0,0,0
54140,53290,PORTLAND,AU,-38.33333333,141.6,38,20,S,141,36,E,0,0,133075,1292,694,966,798,1758,1737,1633,992,1614,968,0,0,0,0
54200,53290,KINGSCOTE,AU,-35.63333333,137.6333333,35,38,S,137,38,E,0,0,156425,771,1895,549,1849,1907,1784,1224,1336,1661,1944,0,0,0,0
54220,53290,PORT ADELAIDE,AU,-34.85,138.5,34,51,S,138,30,E,0,0,791624,854,1561,1147,1718,1044,672,1592,681,841,1861,0,0,0,0
54236,53290,ARDROSSAN,AU,-34.43333333,137.9166667,34,26,S,137,55,E,0,0,335208,1278,1502,1512,1026,931,1017,909,1122,596,626,0,0,0,0
54255,53290,PORT GILES,AU,-35.03333333,137.7666667,35,2,S,137,46,E,0,0,824727,1802,1262,1939,753,1085,1683,1722,1410,566,1246,0,0,0,0
54280,53290,WALLAROO,AU,-33.93333333,137.6166667,33,56,S,137,37,E,0,0,76422,1098,1058,1923,1041,512,1614,1460,1239,868,1278,0,0,0,0
54290,53290,PORT PIRIE,AU,-33.18333333,138.0166667,33,11,S,138,1,E,0,0,447521,1649,1404,1817,601,950,848,1351,1890,839,1867,0,0,0,0
53100,52900,FAKFAK,ID,-2.933333333,132.2833333,2,56,S,132,17,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53115,52900,AMAMAPARE,ID,-4.816666667,136.9666667,4,49,S,136,58,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53130,52900,MERAUKE,ID,-8.483333333,140.3833333,8,29,S,140,23,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53150,53140,DARU,PG,-9.066666667,143.2,9,4,S,143,12,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53160,53140,PORT MORESBY,PG,-9.466666667,147.1333333,9,28,S,147,8,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53165,53140,ALOTOA,PG,-10.31666667,150.45,10,19,S,150,27,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53170,53140,SAMARAI,PG,-10.61666667,150.6666667,10,37,S,150,40,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53190,53140,SULOGA HARBOR,PG,-9.216666667,152.7666667,9,13,S,152,46,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53195,53140,DISCOVERY BAY,PG,-10.41666667,150.4166667,10,25,S,150,25,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53206,53140,ORO BAY,PG,-8.883333333,148.4833333,8,53,S,148,29,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53230,53210,LAE,PG,-6.733333333,147,6,44,S,147,0,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53250,53210,MADANG,PG,-5.216666667,145.8166667,5,13,S,145,49,E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,39730,CASTELLAMMARE DI STABIA,IT,40.7,14.48333333,40,42,N,14,29,E,0,0,344662,638,1237,1561,1932,681,1734,787,1063,1424,810,0,0,0,0
40040,39730,SALERNO,IT,40.66666667,14.75,40,40,N,14,45,E,0,0,451552,1348,1455,1159,784,1394,1707,1239,1472,1367,1822,0,0,0,0
40060,39730,VIBO VALENTIA MARINA,IT,38.71666667,16.13333333,38,43,N,16,8,E,0,0,85396,1289,1397,1242,859,896,1119,1347,510,1083,503,0,0,0,0
40080,39730,REGGIO DI CALABRIA,IT,38.11666667,15.65,38,7,N,15,39,E,0,0,294393,884,1007,1536,1090,1794,1162,940,1437,1637,1197,0,0,0,0
40100,40090,MESSINA,IT,38.2,15.56666667,38,12,N,15,34,E,0,0,637668,1463,1724,1043,1447,1332,610,1915,1089,1737,1939,0,0,0,0
40110,40090,MILAZZO,IT,38.21666667,15.25,38,13,N,15,15,E,0,0,583922,1727,1014,1995,1410,1116,662,986,1015,1006,1262,0,0,0,0
40115,40090,GIOIA TAURO,IT,38.41666667,15.9,38,25,N,15,54,E,0,0,345983,1796,632,1100,1569,1654,1880,658,1519,901,763,0,0,0,0
40130,40090,PORTO DI PALERMO,IT,38.13333333,13.36666667,38,8,N,13,22,E,0,0,726003,915,1014,856,704,678,718,1536,713,1400,1826,0,0,0,0
40150,40090,TRAPANI,IT,38.01666667,12.5,38,1,N,12,30,E,0,0,545107,1754,1554,923,996,1984,1813,577,597,1594,1303,0,0,0,0
40170,40090,MARSALA,IT,37.78333333,12.43333333,37,47,N,12,26,E,0,0,506468,1794,1207,1461,808,758,617,594,966,1389,1649,0,0,0,0
40180,40090,MAZARA DEL VALLO,IT,37.65,12.58333333,37,39,N,12,35,E,0,0,574415,820,758,1588,1004,655,1637,548,1727,1886,1677,0,0,0,0
33340,32790,ARDRISHAIG,GB,56.01666667,-5.45,56,1,N,5,27,W,0,0,105461,1578,1598,1532,949,1674,1159,1912,1622,1095,542,0,0,0,0
33370,32790,ROTHESAY HARBOR,GB,55.83333333,-5.05,55,50,N,5,3,W,0,0,867443,1190,1580,1715,956,1333,532,1695,935,1949,1932,0,0,0,0
33390,32790,GREENOCK,GB,55.95,-4.75,55,57,N,4,45,W,0,0,380832,1049,1590,1473,726,1319,952,929,612,1496,1354,0,0,0,0
33405,32790,FINNART OIL TERMINAL,GB,56.11666667,-4.833333333,56,7,N,4,50,W,0,0,531353,1170,1046,1250,1037,1875,1325,1205,819,1149,1356,0,0,0,0
33450,32790,BOWLING,GB,55.93333333,-4.483333333,55,56,N,4,29,W,0,0,609770,1637,1765,633,890,1796,1063,831,1191,1055,644,0,0,0,0
33460,32790,OLD KILPATRICK,GB,55.91666667,-4.466666667,55,55,N,4,28,W,0,0,277009,1410,666,725,1194,1324,826,1979,875,1765,1340,0,0,0,0
33470,32790,ROTHESAY DOCK,GB,55.9,-4.4,55,54,N,4,24,W,0,0,425802,626,981,1171,1631,1635,1727,920,1860,1019,1316,0,0,0,0
33480,32790,RENFREW,GB,55.88333333,-4.383333333,55,53,N,4,23,W,0,0,815006,1559,1849,1000,1539,931,1229,529,1156,630,978,0,0,0,0
33490,32790,GLASGOW,GB,55.86666667,-4.283333333,55,52,N,4,17,W,0,0,204537,526,607,573,1126,1760,593,522,1636,563,526,0,0,0,0
33500,32790,LARGS,GB,55.8,-4.866666667,55,48,N,4,52,W,0,0,275979,597,1900,1056,1718,1508,1815,1772,1080,897,1082,0,0,0,0
33515,32790,HUNTERSTON,GB,55.75,-4.883333333,55,45,N,4,53,W,0,0,612961,1034,691,1673,1027,557,1342,1737,783,1911,703,0,0,0,0
33520,32790,MILLPORT,GB,55.75,-4.916666667,55,45,N,4,55,W,0,0,484401,1561,1191,1411,546,1381,1856,824,1036,861,966,0,0,0,0
